episode_name,dialogue,person_scene
Series 01 Episode 01 – Pilot Episode, A corridor at a sperm bank.,Scene
Series 01 Episode 01 – Pilot Episode," So if a photon is directed through a plane with two slits in it and either slit is observed it will not go through both slits. If it’s unobserved it will, however, if it’s observed after it’s left the plane but before it hits its target, it will not have gone through both slits.",Sheldon
Series 01 Episode 01 – Pilot Episode," Agreed, what’s your point?",Leonard
Series 01 Episode 01 – Pilot Episode," There’s no point, I just think it’s a good idea for a tee-shirt. ",Sheldon
Series 01 Episode 01 – Pilot Episode, Excuse me?,Leonard
Series 01 Episode 01 – Pilot Episode, Hang on. ,Receptionist
Series 01 Episode 01 – Pilot Episode," One across is Aegean, eight down is Nabakov, twenty-six across is MCM, fourteen down is… move your finger… phylum, which makes fourteen across Port-au-Prince. See, Papa Doc’s capital idea, that’s Port-au-Prince. Haiti. ",Leonard
Series 01 Episode 01 – Pilot Episode, Can I help you?,Receptionist
Series 01 Episode 01 – Pilot Episode," Yes. Um, is this the High IQ sperm bank?",Leonard
Series 01 Episode 01 – Pilot Episode," If you have to ask, maybe you shouldn’t be here.",Receptionist
Series 01 Episode 01 – Pilot Episode, I think this is the place.,Sheldon
Series 01 Episode 01 – Pilot Episode, Fill these out.,Receptionist
Series 01 Episode 01 – Pilot Episode, Thank-you. We’ll be right back.,Leonard
Series 01 Episode 01 – Pilot Episode," Oh, take your time. I’ll just finish my crossword puzzle. Oh wait.",Receptionist
Series 01 Episode 01 – Pilot Episode," Leonard, I don’t think I can do this.",Sheldon
Series 01 Episode 01 – Pilot Episode," What, are you kidding? You’re a semi-pro. ",Leonard
Series 01 Episode 01 – Pilot Episode," No. We are committing genetic fraud. There’s no guarantee that our sperm is going to generate high IQ offspring, think about that. I have a sister with the same basic DNA mix who hostesses at Fuddruckers.",Sheldon
Series 01 Episode 01 – Pilot Episode," Sheldon, this was your idea. A little extra money to get fractional T1 bandwidth in the apartment.",Leonard
Series 01 Episode 01 – Pilot Episode," I know, and I do yearn for faster downloads, but there’s some poor woman is going to pin her hopes on my sperm, what if she winds up with a toddler who doesn’t know if he should use an integral or a differential to solve the area under a curve.",Sheldon
Series 01 Episode 01 – Pilot Episode, I’m sure she’ll still love him.,Leonard
Series 01 Episode 01 – Pilot Episode, I wouldn’t.,Sheldon
Series 01 Episode 01 – Pilot Episode," Well, what do you want to do?",Leonard
Series 01 Episode 01 – Pilot Episode, I want to leave.,Sheldon
Series 01 Episode 01 – Pilot Episode, Okay.,Leonard
Series 01 Episode 01 – Pilot Episode, What’s the protocol for leaving?,Sheldon
Series 01 Episode 01 – Pilot Episode," I don’t know, I’ve never reneged on a proffer of sperm before.",Leonard
Series 01 Episode 01 – Pilot Episode, Let’s try just walking out.,Sheldon
Series 01 Episode 01 – Pilot Episode, Okay.,Leonard
Series 01 Episode 01 – Pilot Episode, Bye-bye,Sheldon
Series 01 Episode 01 – Pilot Episode, See you.,Leonard
Series 01 Episode 01 – Pilot Episode, The stairs of the apartment building.,Scene
Series 01 Episode 01 – Pilot Episode, Are you still mad about the sperm bank?,Sheldon
Series 01 Episode 01 – Pilot Episode, No.,Leonard
Series 01 Episode 01 – Pilot Episode, You want to hear an interesting thing about stairs?,Sheldon
Series 01 Episode 01 – Pilot Episode, Not really.,Leonard
Series 01 Episode 01 – Pilot Episode," If the height of a single step is off by as little as two millimetres, most people will trip.",Sheldon
Series 01 Episode 01 – Pilot Episode, I don’t care. Two millimetres? That doesn’t seem right.,Leonard
Series 01 Episode 01 – Pilot Episode," No, it’s true, I did a series of experiments when I was twelve, my father broke his clavicle.",Sheldon
Series 01 Episode 01 – Pilot Episode, Is that why they sent you to boarding school?,Leonard
Series 01 Episode 01 – Pilot Episode," No, that was the result of my work with lasers.",Sheldon
Series 01 Episode 01 – Pilot Episode, New neighbour?,Leonard
Series 01 Episode 01 – Pilot Episode, Evidently.,Sheldon
Series 01 Episode 01 – Pilot Episode, Significant improvement over the old neighbour.,Leonard
Series 01 Episode 01 – Pilot Episode," Two hundred pound transvestite with a skin condition, yes she is.",Sheldon
Series 01 Episode 01 – Pilot Episode," Oh, hi!",Penny
Series 01 Episode 01 – Pilot Episode, Hi.,Leonard
Series 01 Episode 01 – Pilot Episode, Hi.,Sheldon
Series 01 Episode 01 – Pilot Episode, Hi.,Leonard
Series 01 Episode 01 – Pilot Episode, Hi.,Sheldon
Series 01 Episode 01 – Pilot Episode, Hi?,Penny
Series 01 Episode 01 – Pilot Episode," We don’t mean to interrupt, we live across the hall.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, that’s nice.",Penny
Series 01 Episode 01 – Pilot Episode," Oh… uh… no… we don’t live together… um… we live together but in separate, heterosexual bedrooms.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, okay, well, guess I’m your new neighbour, Penny.",Penny
Series 01 Episode 01 – Pilot Episode," Leonard, Sheldon.",Leonard
Series 01 Episode 01 – Pilot Episode, Hi.,Penny
Series 01 Episode 01 – Pilot Episode, Hi.,Leonard
Series 01 Episode 01 – Pilot Episode, Hi.,Sheldon
Series 01 Episode 01 – Pilot Episode, Hi. ,Penny
Series 01 Episode 01 – Pilot Episode," Hi. Well, uh, oh, welcome to the building.",Leonard
Series 01 Episode 01 – Pilot Episode," Thankyou, maybe we can have coffee sometime.",Penny
Series 01 Episode 01 – Pilot Episode," Oh, great.",Leonard
Series 01 Episode 01 – Pilot Episode, Great. ,Penny
Series 01 Episode 01 – Pilot Episode, Great.,Sheldon
Series 01 Episode 01 – Pilot Episode," Great. Well, bye.",Leonard
Series 01 Episode 01 – Pilot Episode, Bye.,Penny
Series 01 Episode 01 – Pilot Episode, Bye.,Sheldon
Series 01 Episode 01 – Pilot Episode, Bye. ,Leonard
Series 01 Episode 01 – Pilot Episode, Should we have invited her for lunch?,Leonard
Series 01 Episode 01 – Pilot Episode, No. We’re going to start Season Two of Battlestar Galactica.,Sheldon
Series 01 Episode 01 – Pilot Episode, We already watched the Season Two DVDs.,Leonard
Series 01 Episode 01 – Pilot Episode, Not with commentary.,Sheldon
Series 01 Episode 01 – Pilot Episode," I think we should be good neighbours, invite her over, make her feel welcome.",Leonard
Series 01 Episode 01 – Pilot Episode, We never invited Louis-slash-Louise over.,Sheldon
Series 01 Episode 01 – Pilot Episode," Well, then that was wrong of us. We need to widen our circle.",Leonard
Series 01 Episode 01 – Pilot Episode, I have a very wide circle. I have 212 friends on myspace. ,Sheldon
Series 01 Episode 01 – Pilot Episode," Yes, and you’ve never met one of them.",Leonard
Series 01 Episode 01 – Pilot Episode, That’s the beauty of it.,Sheldon
Series 01 Episode 01 – Pilot Episode, I’m going to invite her over. We’ll have a nice meal and chat.,Leonard
Series 01 Episode 01 – Pilot Episode, Chat? We don’t chat. At least not offline.,Sheldon
Series 01 Episode 01 – Pilot Episode," Well it’s not difficult, you just listen to what she says and then you say something appropriate in response.",Leonard
Series 01 Episode 01 – Pilot Episode, To what end?,Sheldon
Series 01 Episode 01 – Pilot Episode, Hi. Again.,Leonard
Series 01 Episode 01 – Pilot Episode, Hi.,Penny
Series 01 Episode 01 – Pilot Episode, Hi.,Sheldon
Series 01 Episode 01 – Pilot Episode, Hi.,Leonard
Series 01 Episode 01 – Pilot Episode, Hi. ,Penny
Series 01 Episode 01 – Pilot Episode," Anyway, um. We brought home Indian food. And, um. I know that moving can be stressful, and I find that when I’m undergoing stress, that good food and company can have a comforting effect. Also, curry is a natural laxative, and I don’t have to tell you that, uh, a clean colon is just one less thing to worry about.",Leonard
Series 01 Episode 01 – Pilot Episode," Leonard, I’m not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements.",Sheldon
Series 01 Episode 01 – Pilot Episode," Oh, you’re inviting me over to eat?",Penny
Series 01 Episode 01 – Pilot Episode," Uh, yes.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, that’s so nice, I’d love to.",Penny
Series 01 Episode 01 – Pilot Episode, Great.,Leonard
Series 01 Episode 01 – Pilot Episode," So, what do you guys do for fun around here?",Penny
Series 01 Episode 01 – Pilot Episode," Well, today we tried masturbating for money.",Sheldon
Series 01 Episode 01 – Pilot Episode, Sheldon and Leonard’s apartment.,Scene
Series 01 Episode 01 – Pilot Episode," Okay, well, make yourself at home.",Leonard
Series 01 Episode 01 – Pilot Episode," Okay, thankyou.",Penny
Series 01 Episode 01 – Pilot Episode, You’re very welcome.,Leonard
Series 01 Episode 01 – Pilot Episode," This looks like some serious stuff, Leonard, did you do this?",Penny
Series 01 Episode 01 – Pilot Episode, Actually that’s my work.,Sheldon
Series 01 Episode 01 – Pilot Episode, Wow.,Penny
Series 01 Episode 01 – Pilot Episode," Yeah, well, it’s just some quantum mechanics, with a little string theory doodling around the edges. That part there, that’s just a joke, it’s a spoof of the Bourne-Oppenheimer approximation.",Sheldon
Series 01 Episode 01 – Pilot Episode," So you’re like, one of those, beautiful mind genius guys.",Penny
Series 01 Episode 01 – Pilot Episode, Yeah. ,Sheldon
Series 01 Episode 01 – Pilot Episode, This is really impressive.,Penny
Series 01 Episode 01 – Pilot Episode," I have a board. If you like boards, this is my board.",Leonard
Series 01 Episode 01 – Pilot Episode, Holy smokes.,Penny
Series 01 Episode 01 – Pilot Episode," If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men’s room at MIT, sure.",Sheldon
Series 01 Episode 01 – Pilot Episode, What?,Leonard
Series 01 Episode 01 – Pilot Episode," Oh, come on. Who hasn’t seen this differential below “here I sit broken hearted?”",Sheldon
Series 01 Episode 01 – Pilot Episode, At least I didn’t have to invent twenty-six dimensions just to make the math come out.,Leonard
Series 01 Episode 01 – Pilot Episode," I didn’t invent them, they’re there.",Sheldon
Series 01 Episode 01 – Pilot Episode, In what universe?,Leonard
Series 01 Episode 01 – Pilot Episode," In all of them, that is the point.",Sheldon
Series 01 Episode 01 – Pilot Episode," Uh, do you guys mind if I start?",Penny
Series 01 Episode 01 – Pilot Episode," Um, Penny, that’s where I sit.",Sheldon
Series 01 Episode 01 – Pilot Episode," So, sit next to me. ",Penny
Series 01 Episode 01 – Pilot Episode," No, I sit there.",Sheldon
Series 01 Episode 01 – Pilot Episode, What’s the difference?,Penny
Series 01 Episode 01 – Pilot Episode, What’s the difference?,Sheldon
Series 01 Episode 01 – Pilot Episode, Here we go.,Leonard
Series 01 Episode 01 – Pilot Episode," In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it’s directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I’ve made my point. ",Sheldon
Series 01 Episode 01 – Pilot Episode, Do you want me to move?,Penny
Series 01 Episode 01 – Pilot Episode, Well.,Sheldon
Series 01 Episode 01 – Pilot Episode, Just sit somewhere else.,Leonard
Series 01 Episode 01 – Pilot Episode," Fine. (Wanders in circles, looking lost.)",Sheldon
Series 01 Episode 01 – Pilot Episode," Sheldon, sit!",Leonard
Series 01 Episode 01 – Pilot Episode, Aaah!,Sheldon
Series 01 Episode 01 – Pilot Episode, Well this is nice. We don’t have a lot of company over.,Leonard
Series 01 Episode 01 – Pilot Episode, That’s not true. Koothrapali and Wolowitz come over all the time. ,Sheldon
Series 01 Episode 01 – Pilot Episode," Yes I now, but…",Leonard
Series 01 Episode 01 – Pilot Episode, Tuesday night we played Klingon boggle until one in the morning.,Sheldon
Series 01 Episode 01 – Pilot Episode," Yes, I remember.",Leonard
Series 01 Episode 01 – Pilot Episode, I resent you saying we don’t have company.,Sheldon
Series 01 Episode 01 – Pilot Episode, I’m sorry.,Leonard
Series 01 Episode 01 – Pilot Episode, That is an antisocial implication.,Sheldon
Series 01 Episode 01 – Pilot Episode, I said I’m sorry.,Leonard
Series 01 Episode 01 – Pilot Episode," So, Klingon boggle?",Penny
Series 01 Episode 01 – Pilot Episode," Yeah, it’s like regular boggle but, in Klingon. That’s probably enough about us, tell us about you.",Leonard
Series 01 Episode 01 – Pilot Episode," Um, me, okay, I’m Sagittarius, which probably tells you way more than you need to know.",Penny
Series 01 Episode 01 – Pilot Episode," Yes, it tells us that you participate in the mass cultural delusion that the Sun’s apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.",Sheldon
Series 01 Episode 01 – Pilot Episode, Participate in the what?,Penny
Series 01 Episode 01 – Pilot Episode," I think what Sheldon’s trying to say, is that Sagittarius wouldn’t have been our first guess.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, yeah, a lot of people think I’m a water sign. Okay, let’s see, what else, oh, I’m a vegetarian, oh, except for fish, and the occasional steak, I love steak. ",Penny
Series 01 Episode 01 – Pilot Episode, That’s interesting. Leonard can’t process corn.,Sheldon
Series 01 Episode 01 – Pilot Episode," Wu-uh, do you have some sort of a job?",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, yeah, I’m a waitress at the Cheesecake Factory.",Penny
Series 01 Episode 01 – Pilot Episode," Oh, okay. I love cheesecake.",Leonard
Series 01 Episode 01 – Pilot Episode, You’re lactose intolerant. ,Sheldon
Series 01 Episode 01 – Pilot Episode," I don’t eat it, I just think it’s a good idea.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, anyways, I’m also writing a screenplay. It’s about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory.",Penny
Series 01 Episode 01 – Pilot Episode, So it’s based on your life?,Leonard
Series 01 Episode 01 – Pilot Episode," No, I’m from Omaha. ",Penny
Series 01 Episode 01 – Pilot Episode," Well, if that was a movie I would go see it.",Leonard
Series 01 Episode 01 – Pilot Episode," I know, right? Okay, let’s see, what else? Um, that’s about it. That’s the story of Penny.",Penny
Series 01 Episode 01 – Pilot Episode, Well it sounds wonderful.,Leonard
Series 01 Episode 01 – Pilot Episode, It was. Until I fell in love with a jerk. ,Penny
Series 01 Episode 01 – Pilot Episode, What’s happening.,(mouths)
Series 01 Episode 01 – Pilot Episode, I don’t know.,back)
Series 01 Episode 01 – Pilot Episode," Oh God, you know, four years I lived with him, four years, that’s like as long as High School. ",Penny
Series 01 Episode 01 – Pilot Episode, It took you four years to get through High School?,Sheldon
Series 01 Episode 01 – Pilot Episode, Don’t.,Leonard
Series 01 Episode 01 – Pilot Episode," I just, I can’t believe I trusted him.",Penny
Series 01 Episode 01 – Pilot Episode, Should I say something? I feel like I should say something.,Leonard
Series 01 Episode 01 – Pilot Episode," You? No, you’ll only make it worse.",Sheldon
Series 01 Episode 01 – Pilot Episode," You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?",Penny
Series 01 Episode 01 – Pilot Episode, Yes. ,Sheldon
Series 01 Episode 01 – Pilot Episode," No, it’s not crazy it’s, uh, uh, it’s a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I didn’t make it worse.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, I’m so sorry, I’m such a mess, and on top of everything else I’m all gross from moving and my stupid shower doesn’t even work.",Penny
Series 01 Episode 01 – Pilot Episode, Our shower works.,Leonard
Series 01 Episode 01 – Pilot Episode, Really? Would it be totally weird if I used it?,Penny
Series 01 Episode 01 – Pilot Episode, Yes. ,Sheldon
Series 01 Episode 01 – Pilot Episode, No.,Leonard
Series 01 Episode 01 – Pilot Episode, No?,Sheldon
Series 01 Episode 01 – Pilot Episode, No.,Leonard
Series 01 Episode 01 – Pilot Episode, No.,Sheldon
Series 01 Episode 01 – Pilot Episode, It’s right down the hall.,Leonard
Series 01 Episode 01 – Pilot Episode, Thanks. You guys are really sweet.,Penny
Series 01 Episode 01 – Pilot Episode, Well this is an interesting development. ,Sheldon
Series 01 Episode 01 – Pilot Episode, How so?,Leonard
Series 01 Episode 01 – Pilot Episode, It has been some time since we’ve had a woman take her clothes off in our apartment.,Sheldon
Series 01 Episode 01 – Pilot Episode," That’s not true, remember at Thanksgiving my grandmother with Alzheimer’s had that episode.",Leonard
Series 01 Episode 01 – Pilot Episode, Point taken. It has been some time since we’ve had a woman take her clothes off after which we didn’t want to rip our eyes out. ,Sheldon
Series 01 Episode 01 – Pilot Episode, The worst part was watching her carve that turkey.,Leonard
Series 01 Episode 01 – Pilot Episode," So, what exactly are you trying to accomplish here?",Sheldon
Series 01 Episode 01 – Pilot Episode, Excuse me?,Leonard
Series 01 Episode 01 – Pilot Episode, That woman in there’s not going to have sex with you.,Sheldon
Series 01 Episode 01 – Pilot Episode, Well I’m not trying to have sex with her.,Leonard
Series 01 Episode 01 – Pilot Episode," Oh, good. Then you won’t be disappointed.",Sheldon
Series 01 Episode 01 – Pilot Episode," What makes you think she wouldn’t have sex with me, I’m a male and she’s a female?",Leonard
Series 01 Episode 01 – Pilot Episode," Yes, but not of the same species.",Sheldon
Series 01 Episode 01 – Pilot Episode," I’m not going to engage in hypotheticals here, I’m just trying to be a good neighbour.",Leonard
Series 01 Episode 01 – Pilot Episode," Oh, of course.",Sheldon
Series 01 Episode 01 – Pilot Episode, That’s not to say that if a carnal relationship were to develop that I wouldn’t participate. However briefly.,Leonard
Series 01 Episode 01 – Pilot Episode, Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?,Sheldon
Series 01 Episode 01 – Pilot Episode, It’s Darth Vader shampoo. (There is a knock on the door.) Luke Skywalker’s the conditioner.,Leonard
Series 01 Episode 01 – Pilot Episode, Wait till you see this.,Howard
Series 01 Episode 01 – Pilot Episode, It’s fantastic. Unbelievable.,Raj
Series 01 Episode 01 – Pilot Episode, See what?,Leonard
Series 01 Episode 01 – Pilot Episode, It’s a Stephen Hawking lecture from MIT in 1974.,Howard
Series 01 Episode 01 – Pilot Episode, This is not a good time.,Leonard
Series 01 Episode 01 – Pilot Episode, It’s before he became a creepy computer voice:.,Howard
Series 01 Episode 01 – Pilot Episode," That’s great, you guys have to go.",Leonard
Series 01 Episode 01 – Pilot Episode, Why?,Raj
Series 01 Episode 01 – Pilot Episode, It’s just not a good time.,Leonard
Series 01 Episode 01 – Pilot Episode, Leonard has a lady over.,Sheldon
Series 01 Episode 01 – Pilot Episode," Yeah, right, your grandmother back in town?",Howard
Series 01 Episode 01 – Pilot Episode," No. And she’s not a lady, she’s just a new neighbour.",Leonard
Series 01 Episode 01 – Pilot Episode," Hang on, there really is a lady here?",Howard
Series 01 Episode 01 – Pilot Episode, Uh-huh.,Leonard
Series 01 Episode 01 – Pilot Episode, And you want us out because you’re anticipating coitus?,Howard
Series 01 Episode 01 – Pilot Episode, I’m not anticipating coitus.,Leonard
Series 01 Episode 01 – Pilot Episode, So she’s available for coitus?,Howard
Series 01 Episode 01 – Pilot Episode, Can we please stop saying coitus?,Leonard
Series 01 Episode 01 – Pilot Episode, Technically that would be coitus interruptus.,Sheldon
Series 01 Episode 01 – Pilot Episode," Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!",Penny
Series 01 Episode 01 – Pilot Episode," Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it’s currently orbiting Jupiter’s largest moon taking high-resolution digital photographs.",Howard
Series 01 Episode 01 – Pilot Episode, Penny. I work at the Cheesecake Factory.,Penny
Series 01 Episode 01 – Pilot Episode," Come on, I’ll show you the trick with the shower.",Leonard
Series 01 Episode 01 – Pilot Episode, Bon douche.,Howard
Series 01 Episode 01 – Pilot Episode, I’m sorry?,Penny
Series 01 Episode 01 – Pilot Episode, It’s French for good shower. It’s a sentiment I can express in six languages.,Howard
Series 01 Episode 01 – Pilot Episode," Save it for your blog, Howard.",Leonard
Series 01 Episode 01 – Pilot Episode, See-ka-tong-guay-jow.,Howard
Series 01 Episode 01 – Pilot Episode, In the bathroom.,Scene
Series 01 Episode 01 – Pilot Episode," Uh, there it goes, it sticks, I’m sorry.",Leonard
Series 01 Episode 01 – Pilot Episode, Okay. Thanks. ,Penny
Series 01 Episode 01 – Pilot Episode," You’re welcome, oh, you’re going to step right, okay, I’ll….",Leonard
Series 01 Episode 01 – Pilot Episode," Hey, Leonard?",Penny
Series 01 Episode 01 – Pilot Episode, The hair products are Sheldon’s.,Leonard
Series 01 Episode 01 – Pilot Episode," Um, okay. Can I ask you a favour.",Penny
Series 01 Episode 01 – Pilot Episode," A favour? Sure, you can ask me a favour, I would do you a favour for you.",Leonard
Series 01 Episode 01 – Pilot Episode, It’s okay if you say no.,Penny
Series 01 Episode 01 – Pilot Episode," Oh, I’ll probably say yes.",Leonard
Series 01 Episode 01 – Pilot Episode, It’s just not the kind of thing you ask a guy you’ve just met.,Penny
Series 01 Episode 01 – Pilot Episode, Wow.,Leonard
Series 01 Episode 01 – Pilot Episode," Leonard and Sheldon, Inside Leonard’s car",Scene
Series 01 Episode 01 – Pilot Episode, I really think we should examine the chain of causality here.,Sheldon
Series 01 Episode 01 – Pilot Episode, Must we?,Leonard
Series 01 Episode 01 – Pilot Episode," Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman’s ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?",Sheldon
Series 01 Episode 01 – Pilot Episode," She asked me to do her a favour, Sheldon.",Leonard
Series 01 Episode 01 – Pilot Episode," Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause.",Sheldon
Series 01 Episode 01 – Pilot Episode, Which is?,Leonard
Series 01 Episode 01 – Pilot Episode, You think with your penis.,Sheldon
Series 01 Episode 01 – Pilot Episode, That’s a biological impossibility and you didn’t have to come.,Leonard
Series 01 Episode 01 – Pilot Episode," Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can’t she get her own TV.",Sheldon
Series 01 Episode 01 – Pilot Episode," Come on, you know how it is with break-ups.",Leonard
Series 01 Episode 01 – Pilot Episode, No I don’t. And neither do you.,Sheldon
Series 01 Episode 01 – Pilot Episode," Wuh, I, I broke up with Joyce Kim.",Leonard
Series 01 Episode 01 – Pilot Episode," You did not break up with Joyce Kim, she defected to North Korea.",Sheldon
Series 01 Episode 01 – Pilot Episode, To mend her broken heart. This situation is much less complicated. There’s some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.,Leonard
Series 01 Episode 01 – Pilot Episode, So we get to have a scene with him?,Sheldon
Series 01 Episode 01 – Pilot Episode," No, Sheldon, there’s not going to be a scene. There’s two of us and one of him.",Leonard
Series 01 Episode 01 – Pilot Episode," Leonard, the two of us can’t even carry a TV. ",Sheldon
Series 01 Episode 01 – Pilot Episode, Back at the apartment.,Scene
Series 01 Episode 01 – Pilot Episode," So, you guys work with Leonard and Sheldon at the University?",Raj)
Series 01 Episode 01 – Pilot Episode," Uh, I’m sorry, do you speak English?",Penny
Series 01 Episode 01 – Pilot Episode," Oh, he speaks English, he just can’t speak to women.",Howard
Series 01 Episode 01 – Pilot Episode," Really, why?",Penny
Series 01 Episode 01 – Pilot Episode, He’s kind of a nerd. Juice box?,Howard
Series 01 Episode 01 – Pilot Episode, Outside Penny’s old apartment building.,Scene
Series 01 Episode 01 – Pilot Episode, I’ll do the talking.,buzzer)
Series 01 Episode 01 – Pilot Episode, Yeah.,buzzer
Series 01 Episode 01 – Pilot Episode," Hi, I’m Leonard, this is Sheldon.",Leonard
Series 01 Episode 01 – Pilot Episode, Hello.,Sheldon
Series 01 Episode 01 – Pilot Episode," What did I just…. Uh, we’re here to pick up Penny’s TV.",Leonard
Series 01 Episode 01 – Pilot Episode, Get lost.,Voice
Series 01 Episode 01 – Pilot Episode," Okay, thanks for your time.",Sheldon
Series 01 Episode 01 – Pilot Episode, We’re not going to give up just like that.,Leonard
Series 01 Episode 01 – Pilot Episode," Leonard, the TV is in the building, we’ve been denied access to the building, ergo we are done.",Sheldon
Series 01 Episode 01 – Pilot Episode," Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang.",Leonard
Series 01 Episode 01 – Pilot Episode, My apologies. What’s your plan.,Sheldon
Series 01 Episode 01 – Pilot Episode, It’s just a privilege to watch your mind at work.,Sheldon
Series 01 Episode 01 – Pilot Episode," Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building.",Leonard
Series 01 Episode 01 – Pilot Episode, What do you think their combined IQ is?,Sheldon
Series 01 Episode 01 – Pilot Episode, Just grab the door.,Leonard
Series 01 Episode 01 – Pilot Episode, Outside Penny’s ex-boyfriend’s apartment.,Scene
Series 01 Episode 01 – Pilot Episode, This is it. (Knocks.) I’ll do the talking.,Leonard
Series 01 Episode 01 – Pilot Episode," Good thinking, I’ll just be the muscle.",Sheldon
Series 01 Episode 01 – Pilot Episode, Yeah?,man
Series 01 Episode 01 – Pilot Episode," I’m Leonard, this is Sheldon.",Leonard
Series 01 Episode 01 – Pilot Episode, From the intercom.,Sheldon
Series 01 Episode 01 – Pilot Episode, How the hell did you get in the building?,Man
Series 01 Episode 01 – Pilot Episode, Oh. We’re scientists.,Leonard
Series 01 Episode 01 – Pilot Episode, Tell him about our IQ.,Sheldon
Series 01 Episode 01 – Pilot Episode, Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Scene
Series 01 Episode 01 – Pilot Episode, Leonard.,Sheldon
Series 01 Episode 01 – Pilot Episode, What?,Leonard
Series 01 Episode 01 – Pilot Episode, My mom bought me those pants.,Sheldon
Series 01 Episode 01 – Pilot Episode, I’m sorry.,Leonard
Series 01 Episode 01 – Pilot Episode, You’re going to have to call her.,Sheldon
Series 01 Episode 01 – Pilot Episode, On the stairs of Sheldon and Leonard’s building.,Scene
Series 01 Episode 01 – Pilot Episode," Sheldon, I’m so sorry I dragged you through this.",Leonard
Series 01 Episode 01 – Pilot Episode," It’s okay. It wasn’t my first pantsing, and it won’t be my last.",Sheldon
Series 01 Episode 01 – Pilot Episode," And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex.",Leonard
Series 01 Episode 01 – Pilot Episode, Well you got me out of my pants.,Sheldon
Series 01 Episode 01 – Pilot Episode," Anyway, I’ve learned my lesson. She’s out of my league, I’m done with her, I’ve got my work, one day I’ll win the Nobel Prize and then I’ll die alone.",Leonard
Series 01 Episode 01 – Pilot Episode," Don’t think like that, you’re not going to die alone.",Sheldon
Series 01 Episode 01 – Pilot Episode," Thank you Sheldon, you’re a good friend.",Leonard
Series 01 Episode 01 – Pilot Episode, And you’re certainly not going to win a Nobel Prize.,Sheldon
Series 01 Episode 01 – Pilot Episode, Inside Sheldon and Leonard’s apartment.,Scene
Series 01 Episode 01 – Pilot Episode," This is one of my favourite places to kick back after a quest, they have a great house ale.",Howard
Series 01 Episode 01 – Pilot Episode," Wow, cool tiger.",Penny
Series 01 Episode 01 – Pilot Episode," Yeah, I’ve had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest.",Howard
Series 01 Episode 01 – Pilot Episode," Uh, sounds interesting.",Penny
Series 01 Episode 01 – Pilot Episode, So you’ll think about it?,Howard
Series 01 Episode 01 – Pilot Episode," Oh, I don’t think I’ll be able to stop thinking about it.",Penny
Series 01 Episode 01 – Pilot Episode, Smooth.,Raj
Series 01 Episode 01 – Pilot Episode, We’re home.,Leonard
Series 01 Episode 01 – Pilot Episode," Oh, my God, what happened?",Penny
Series 01 Episode 01 – Pilot Episode," Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory.",Leonard
Series 01 Episode 01 – Pilot Episode," I’m so sorry, I really thought if you guys went instead of me he wouldn’t be such an ass.",Penny
Series 01 Episode 01 – Pilot Episode," No, it was a valid hypothesis.",Leonard
Series 01 Episode 01 – Pilot Episode, That was a valid hypothesis? What is happening to you?,Sheldon
