episode_name,dialogue,person_scene
Series 07 Episode 09 – The Thanksgiving Decoupling, Thanks again for cooking.,Bernadette
Series 07 Episode 09 – The Thanksgiving Decoupling," Yeah, everything was delicious.",Amy
Series 07 Episode 09 – The Thanksgiving Decoupling," Well, I couldn’t have done it without my two favourite girls. Martha Stewart and Rachael Ray.",Raj
Series 07 Episode 09 – The Thanksgiving Decoupling," Hey, Sheldon, what do you say we go outside and throw around the old pigskin?",Mike
Series 07 Episode 09 – The Thanksgiving Decoupling, This is a Jewish house. I don’t think they have pigskin.,Sheldon
Series 07 Episode 09 – The Thanksgiving Decoupling, Did someone say pigskin?,(off)
Series 07 Episode 09 – The Thanksgiving Decoupling," Hey, I’m sorry about today. And I promise, next time I get married, it won’t be a joke. It’ll be for love. Or money.",Penny
Series 07 Episode 09 – The Thanksgiving Decoupling," I’m sorry, too.",Leonard
Series 07 Episode 09 – The Thanksgiving Decoupling, Don’t be. It’s my fault. I was a terrible husband. I was never around.,Zack
Series 07 Episode 09 – The Thanksgiving Decoupling," I know I’m hard on you, but you’re not the worst son-in-law in the world.",Mike
Series 07 Episode 09 – The Thanksgiving Decoupling," Mike, that’s the nicest thing you’ve ever said to me.",Howard
Series 07 Episode 09 – The Thanksgiving Decoupling," Well, I’m drunk.",Mike
Series 07 Episode 09 – The Thanksgiving Decoupling, I just vomited on a lot of clowns.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, A radio studio.,Scene
Series 07 Episode 10 – The Discovery Dissipation," This is Science Friday. I’m Ira Flatow. My guest today is responsible for the discovery of the first stable super-heavy element. Welcome, Dr. Sheldon Cooper.",Flatow
Series 07 Episode 10 – The Discovery Dissipation," Thank you. Uh, the university made me come here. I didn’t want to. Uh, big fan of the show.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," So, I understand that you actually discovered this element by mistake.",Ira
Series 07 Episode 10 – The Discovery Dissipation, Yes.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, And some people in the science community are calling it The Wonder Blunder.,Ira
Series 07 Episode 10 – The Discovery Dissipation, Who? Give me their names. I bet it’s Wolowitz.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," It’s just such a fascinating story. Your calculations are way off, but they find the element anyway. It’s like misreading a treasure map and still finding the treasure.",Ira
Series 07 Episode 10 – The Discovery Dissipation, Can we talk about something else? Do you know that I yodel?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," That’s interesting, but this could be taking you down the path toward a Nobel Prize. And in chemistry, no less. And wouldn’t that be unusual? Because you’re a physicist.",Ira
Series 07 Episode 10 – The Discovery Dissipation," Yes, yes, I’d be a physicist with a Nobel in chemistry. Everyone laugh at the circus freak. You know, I don’t need to sit here and take this, Flatow. It is because of bullies like you, every day more and more Americans are making the switch to television.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, The apartment. Sheldon is on the phone.,Scene
Series 07 Episode 10 – The Discovery Dissipation," President Seibert, I don’t know why you’re yelling. You’re the one who made me go on the radio. I was expecting a professional science interview, not an attack by some morning zoo shock jock. Well, if the university needs money so badly, perhaps you should start a swear jar. Whoa, that one’s worth a dollar.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," I know you don’t like it, but every time you do an interview, it raises the profile of the university. That translates to funding.",Amy
Series 07 Episode 10 – The Discovery Dissipation," Yeah, well, I’m not just some trained monkey dancing for coins.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Of course you’re not. People love trained monkeys.,Leonard
Series 07 Episode 10 – The Discovery Dissipation," How can you not be happy? You’re tall, thin and famous. Oh, my God, I’m jealous of Sheldon.",Penny
Series 07 Episode 10 – The Discovery Dissipation," Look, you’re gonna be doing this stuff for a while. You’re just gonna have to find a way to get used to it.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, But none of you know what this is like. Being celebrated for something you wish you never did.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Mmm, you clearly haven’t been with me at Mardi Gras.",Penny
Series 07 Episode 10 – The Discovery Dissipation, Howard and Bernadette’s apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation, Want to pause the video game and help me clean up?,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, I am cleaning up. Look at the mess the Joker made of Gotham City.,Howard
Series 07 Episode 10 – The Discovery Dissipation," Come on, it’s your friend who’s coming to stay here.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Raj grew up in India. Trust me, he’s seen worse.",Howard
Series 07 Episode 10 – The Discovery Dissipation, Howie. ,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, I promise I’ll help out the rest of the week.,Howard
Series 07 Episode 10 – The Discovery Dissipation, The rest of the week? You said it was just gonna be a night or two.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Yeah, but if I told you a week, would you have said yes?",Howard
Series 07 Episode 10 – The Discovery Dissipation, No.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, Then you left me no choice.,Howard
Series 07 Episode 10 – The Discovery Dissipation," I love Raj, but that’s a long time for a house guest.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," I know, but they’re tenting his building. He can’t find a hotel he likes that allows dogs.",Howard
Series 07 Episode 10 – The Discovery Dissipation, He’s bringing Cinnamon?,Bernadette
Series 07 Episode 10 – The Discovery Dissipation," For a whole week, the nerve of some people.",Howard
Series 07 Episode 10 – The Discovery Dissipation, Sheldon’s bedroom. Sheldon is playing with his train set.,Scene
Series 07 Episode 10 – The Discovery Dissipation," Here comes the Embarrassment Express. With stops at Fraudville, Wonder Blunderberg, and Kansas City. Because it’s a hub.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, can I come in?",Amy
Series 07 Episode 10 – The Discovery Dissipation, Do you have cookies?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, No.,Amy
Series 07 Episode 10 – The Discovery Dissipation, Good. I don’t deserve cookies. Come in. Wil?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Hey, Sheldon. It’s been a while.",Wheaton
Series 07 Episode 10 – The Discovery Dissipation, Why are you here?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Amy said you were having a rough time, and I thought maybe we could talk. Is that okay?",Wil
Series 07 Episode 10 – The Discovery Dissipation," Certainly. Although, right now, I’m having a rough time because there’s three people in my room, and it’s starting to feel like a discotheque.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, you said you were unhappy getting attention for something you wished you never did.",Amy
Series 07 Episode 10 – The Discovery Dissipation," Yeah, I know a little something about that.",Wil
Series 07 Episode 10 – The Discovery Dissipation," Oh, nonsense, Wil. Your endless tweets are not that bad.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," I remember why it’s been a while. Sheldon, I was actually talking about when I was a kid on Star Trek.",Wil
Series 07 Episode 10 – The Discovery Dissipation, How could you not like getting attention for playing Wesley Crusher? You were wonderful. A know-it-all boy genius with an eidetic memory. Who couldn’t relate to that?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Well, not everybody felt that way. A lot of people really hated the character, and some of them hated me because of it. I would do interviews, and people would be mean to me.",Wil
Series 07 Episode 10 – The Discovery Dissipation," That just happened to me. Next time you’re stuck for a tweet, feel free to say what a jerk Ira Flatow is.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, the point is Wil learned to embrace that part of his life and moved on to bigger and better things.",Amy
Series 07 Episode 10 – The Discovery Dissipation," Yeah, I’m an author now, I do public speaking, and I have my own Web series about board games.",Wil
Series 07 Episode 10 – The Discovery Dissipation," Uh, we’re trying to cheer him up, so… ",Amy
Series 07 Episode 10 – The Discovery Dissipation," I’m just saying that there was a time when I thought I would never get out of Wesley Crusher’s shadow. But now, it’s just one small part of a pretty great life, and it’s a part that I’m happy is there.",Wil
Series 07 Episode 10 – The Discovery Dissipation, I do see what you’re saying. That helps.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Good.,Wil
Series 07 Episode 10 – The Discovery Dissipation, Would you two like to stay and play trains with me?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Sure.,Wil
Series 07 Episode 10 – The Discovery Dissipation, Okay.,Amy
Series 07 Episode 10 – The Discovery Dissipation," Oh, great, now, I work the controls, I say all aboard. You sit quietly and watch.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation,Can I blow the whistle?,Wil
Series 07 Episode 10 – The Discovery Dissipation, You should probably go.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Howard and Bernadette’s apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation, You’re gonna brush your teeth on my couch?,Howard
Series 07 Episode 10 – The Discovery Dissipation," No, I’m gonna brush Cinnamon’s teeth.",Raj
Series 07 Episode 10 – The Discovery Dissipation, Why bother? She spends half the time licking her butt.,Howard
Series 07 Episode 10 – The Discovery Dissipation, And the other half licking my face. That’s why I’m brushing her teeth.,Raj
Series 07 Episode 10 – The Discovery Dissipation," Hey, guys. Sorry I’m so late. Did you already have dinner?",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," No, we were waiting for you.",Howard
Series 07 Episode 10 – The Discovery Dissipation," Aw, that’s so sweet.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation, Yeah. So what do you feel like making?,Howard
Series 07 Episode 10 – The Discovery Dissipation," Howard, the poor thing just got home from work. Let me get you a glass of wine. I’ll cook dinner.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Oh, Raj, you’re our guest.",Bermadette
Series 07 Episode 10 – The Discovery Dissipation, Don’t be silly. Sit. You look like you’ve had a long day.,Raj
Series 07 Episode 10 – The Discovery Dissipation," No, she always looks like that. Because she married an idiot.",Howard
Series 07 Episode 10 – The Discovery Dissipation," Thank you, Raj.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Please, this is my way of thanking you for letting me stay here. Now, tell us all about your day.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Okay, um, well, first, I was late to a meeting ’cause I was stuck in traffic.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Well, I keep telling you to put that traffic app on your phone.",Howard
Series 07 Episode 10 – The Discovery Dissipation," Hey, when you got home today complaining that you felt sick from eating too many jelly beans, did I tell you how to fix it? No. I said, aw, that must hurt, and I rubbed your belly.",Raj
Series 07 Episode 10 – The Discovery Dissipation, I thought of you the whole time.,Howard
Series 07 Episode 10 – The Discovery Dissipation, All I’m saying is there’s a time to just listen. ,Raj
Series 07 Episode 10 – The Discovery Dissipation, Thank you.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, There’s also a time to stop eating too many jelly beans. And it’s when you’re ten.,Raj
Series 07 Episode 10 – The Discovery Dissipation, The apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation," Hello, President Siebert. Thank you for taking my call. I just wanted you to know that you can now expect enthusiastic participation from me regarding my discovery. Oh, no, no, no, no. No need to thank mNo, thank my friend, Wil Wheaton. For your information, I have nine friends, hmm? Ten if we include you. Nine it is. Ah, it’s ten. I’ll count Wolowitz. Hello, friend Leonard.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Hey, you’re in a good mood.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, I’m in a great mood.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Well, you’re about to be in an even better one. I didn’t want to say anything until I knew for sure, but, I’ve been re-running the tests on your element in my lab and I disproved it. Your element does not exist.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," Yeah, but what about the Chinese research team? They found it.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Yeah, it turns out someone added simulated signals to the data files. They faked the results.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, Really?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Yes. Do you know what that means? That means all of this attention that you hate goes away.,Leonard
Series 07 Episode 10 – The Discovery Dissipation, So no more interviews?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," No, it’s all over.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, I can’t believe it.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Well, you’re welcome.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, You robbed me of my greatest achievement.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, What?,Leonard
Series 07 Episode 10 – The Discovery Dissipation," I’m back down to nine friends. Make it eight, I’m sick of Wolowitz, too.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," I, I don’t understand. All you’ve done since you discovered this stupid element was complain. I was trying to make you happy.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," By taking away my only claim to fame? Well, if you wanted to make me happy, you could have told me a joke. Or shown me a cute video of a koala and an otter becoming unlikely friends.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Oh, there is no winning with you. And koalas and otters don’t even live near each other.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," That’s what makes their friendship unlikely,",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Hey, what’s with all the yelling?",Penny
Series 07 Episode 10 – The Discovery Dissipation, Leonard disproved my element. Now all the attention is going to go away.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Oh, that’s great. You must be thrilled, ",Penny
Series 07 Episode 10 – The Discovery Dissipation," That’s it, I’m down to seven friends.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," He’s counting hobbits and superheroes, right?",Penny
Series 07 Episode 10 – The Discovery Dissipation," When I thought the element was real, I didn’t want it. But now that Leonard made it not exist, I want it more than anything in the world.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," The, the element never existed. I didn’t take it away, science took it away. Be mad at science.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," Don’t you dare use science against me. Science is my best friend. Oh, good, I’m back up to eight.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Will you tell him he’s out of his mind.,Leonard
Series 07 Episode 10 – The Discovery Dissipation," Actually, I get what he’s saying.",Penny
Series 07 Episode 10 – The Discovery Dissipation," Oh, yes, nine. Welcome back, buddy.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," It’s like if you’re dating someone you’re not that into, and then they break up with you and then you want them more than ever.",Penny
Series 07 Episode 10 – The Discovery Dissipation," I have no idea what she’s talking about, but we’re ganging up on you so I agree.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Okay, Sheldon, what do you want me to do, hide the information? If I don’t publish it, it’s just a matter of time before someone else does.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," No, no, of course you have to publish. That’s your responsibility as a scientist. Doing otherwise would be unethical. You have no choice.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Fine, I’ll publish.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, Can you believe this guy?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Howard and Bernadette’s apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation, Aw! Raj did the dishes.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, How do you know I didn’t do them?,Howard
Series 07 Episode 10 – The Discovery Dissipation," Because once, when all the knives were dirty, you cut a bagel with your keys.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Good morning, everybody. I picked up coffee while I was out. Bernadette, here’s your soy peppermint mocha.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Aw, you didn’t have to do that.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Oh, my pleasure, and don’t worry about your presentation today. You’re gonna be great.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Yeah, you’re gonna knock it out of the park.",Howard
Series 07 Episode 10 – The Discovery Dissipation, What presentation do I have today?,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, Just go.,Howard
Series 07 Episode 10 – The Discovery Dissipation, He loves you.,Raj
Series 07 Episode 10 – The Discovery Dissipation, What are you doing? Are you trying to make me look bad?,Howard
Series 07 Episode 10 – The Discovery Dissipation, I’m just being a good house guest.,Raj
Series 07 Episode 10 – The Discovery Dissipation," No, you’re being a better husband than I am. Doing the dishes, getting coffee, knowing about her life, who does that?",Howard
Series 07 Episode 10 – The Discovery Dissipation," Oh, come on, I brought you one, too.",Raj
Series 07 Episode 10 – The Discovery Dissipation, I don’t want coffee.,Howard
Series 07 Episode 10 – The Discovery Dissipation, That’s why I got you hot chocolate.,Raj
Series 07 Episode 10 – The Discovery Dissipation, Give me that. Just stop showing me up.,Howard
Series 07 Episode 10 – The Discovery Dissipation," Howard, listen to me. You’re a great husband. Yes, your listening skills could use some work. But it’s amazing how far you’ve come given that you’re an only child raised by an over-protective mom.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Um, is this getting weird?",Howard
Series 07 Episode 10 – The Discovery Dissipation, Hang on.,Raj
Series 07 Episode 10 – The Discovery Dissipation," So, yes.",Howard
Series 07 Episode 10 – The Discovery Dissipation, Sheldon’s office.,Scene
Series 07 Episode 10 – The Discovery Dissipation," Hey. I just wanted to let you know that I, I posted my findings.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, I saw. And I just posted a retraction of my paper. Now the whole scientific community knows I was wrong.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," These things happen all the time, Sheldon.",Leonard
Series 07 Episode 10 – The Discovery Dissipation, Not to me. The only other retraction I ever had to issue was when I was seven and I conceded that my brother was the greatest ninja in East Texas. But that was just a ploy to get my face out of his armpit.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Thew he is. It’s my favowite superhewo, the Wetwactor.",Barry
Series 07 Episode 10 – The Discovery Dissipation," Come on, don’t give him a hard time.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," I’m sowwy, Cooper. I wetwact it. By the way, Hofstadter, nice job dispwoving the Chinese team.",Barry
Series 07 Episode 10 – The Discovery Dissipation, It’s not a big deal.,Leonard
Series 07 Episode 10 – The Discovery Dissipation," It’s a huge deal. Cooper, maybe physics just isn’t your thing. Have you ever considered a caweer in wetail? That way you could take things back for a wiving.",Barry
Series 07 Episode 10 – The Discovery Dissipation," Okay, Barry, that’s enough.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," No, no, no, that’s okay. I can fight my own battles. Isn’t that right, Bawwy.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Is? Is that a wefewence to my speech impediment? That’s pwetty hurtful. I, I can’t contwol it.",Barry
Series 07 Episode 10 – The Discovery Dissipation," You’re right, That was uncalled for. I take it back.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Of course you do. Because you’re the Wetwactor.,Barry
Series 07 Episode 10 – The Discovery Dissipation, Howard and Bernadette’s apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation," Raj, this dinner was amazing. If you’re here much longer, I’m gonna have to buy bigger clothes.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation, Nonsense. You need a little fattening up. You’ve been looking too skinny lately.,Raj
Series 07 Episode 10 – The Discovery Dissipation," Aw. Howie, how come you never say anything sweet like that?",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," What are you talking about? Remember last week, when I asked you if you were wearing Spanx and you weren’t? How’s that different?",Howard
Series 07 Episode 10 – The Discovery Dissipation," Maybe you could try being more thoughtful, like your friend Raj.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Yeah, well, maybe you could try being more like Raj. ",Howard
Series 07 Episode 10 – The Discovery Dissipation," Oh, really?",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Yeah, yeah. He packed me a lunch this morning. And there was a note inside that said go get ’em.",Howard
Series 07 Episode 10 – The Discovery Dissipation," Like I don’t do enough around here. Now I need to pack your lunch? And by the way, why do you need a note telling you to go get ’em? You’re a grown man, you should know to go get ’em.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," I do know to go get ’em, but sometimes it’s nice to have emotional support when I’m going and getting them.",Howard
Series 07 Episode 10 – The Discovery Dissipation," Hey, hey, do you hear yourselves? Let’s just, you know, all calm down and take a step back.",Raj
Series 07 Episode 10 – The Discovery Dissipation, This is stupid. Why are we fighting?,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, I don’t know. I guess I was just feeling like I’m a lousy husband.,Howard
Series 07 Episode 10 – The Discovery Dissipation, You’re not a lousy husband. You’re a great husband. I was the one feeling like a lousy wife.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, Are you kidding? You’re the best. I know what the problem is. It’s him.,Howard
Series 07 Episode 10 – The Discovery Dissipation," Oh, what did I do?",Raj
Series 07 Episode 10 – The Discovery Dissipation, You made us feel like we’re not trying hard enough.,Howard
Series 07 Episode 10 – The Discovery Dissipation," Yeah, we were totally fine half-assing our marriage till you showed up.",Bernadette
Series 07 Episode 10 – The Discovery Dissipation," Look, I’m sorry you’re upset with me, but I just have to say it’s nice to see the two of you on the same page.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Oh, it does feel good to have you backing me up for once.",Howard
Series 07 Episode 10 – The Discovery Dissipation, I back you up all the time.,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, That is not… he’s doing it again. ,Howard
Series 07 Episode 10 – The Discovery Dissipation, What is wrong with you?,Bernadette
Series 07 Episode 10 – The Discovery Dissipation, The apartment.,Scene
Series 07 Episode 10 – The Discovery Dissipation, I can’t believe they kicked you out. ,Leonard
Series 07 Episode 10 – The Discovery Dissipation," I can’t believe they’re still married. Oh, no, I forgot Cinnamon’s toothbrush at Howard’s. I guess you’re sharing with Daddy again. ",Raj
Series 07 Episode 10 – The Discovery Dissipation, Bark once if you need me to call PETA.,Penny
Series 07 Episode 10 – The Discovery Dissipation, What’s that animal doing in our apartment?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Oh, relax, she’s in her crate. She can’t get out.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," I have two words for you, Jurassic Park. This day just keeps getting worse and worse.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," You know, if it makes you feel any better…",Penny
Series 07 Episode 10 – The Discovery Dissipation, It probably won’t.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, You’re probably right.,Penny
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, it’s a beautiful night. Why don’t you and I go for a nice walk together?",Amy
Series 07 Episode 10 – The Discovery Dissipation," Oh, everything is just sex with you isn’t it?",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, I think you might find the support you’re looking for if you realize that relationships are a give and take. She can only be there for you as much as you are for her.",Raj
Series 07 Episode 10 – The Discovery Dissipation," Thank you, Rajesh.",Amy
Series 07 Episode 10 – The Discovery Dissipation," And, Amy, you need to be patient with Sheldon, instead of pressuring him to accept intimacy on your terms.",Raj
Series 07 Episode 10 – The Discovery Dissipation, You should probably go.,Amy
Series 07 Episode 10 – The Discovery Dissipation, The radio studio.,Scene
Series 07 Episode 10 – The Discovery Dissipation," I’m Ira Flatow, and this is Science Friday. I’d like to welcome back Dr. Sheldon Cooper, who thought he had discovered a new super-heavy element only to have it disproved by my next guest, Dr. Leonard Hofstadter. Welcome to Science< Friday, gentlemen.",Ira
Series 07 Episode 10 – The Discovery Dissipation, Thanks.,Leonard
Series 07 Episode 10 – The Discovery Dissipation," Thank you. Ira, if I may, I’d like to apologize for my behaviour last week.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, It’s all right.,Ira
Series 07 Episode 10 – The Discovery Dissipation," Now, isn’t there something you’d like to say to me?",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," No. Now, Dr. Hofstadter. Can you walk us through the process you used to disprove his theory?",Ira
Series 07 Episode 10 – The Discovery Dissipation, Well…,Leonard
Series 07 Episode 10 – The Discovery Dissipation, I believe I can answer that.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, He asked me.,Leonard
Series 07 Episode 10 – The Discovery Dissipation, Fine.,Sheldon
Series 07 Episode 10 – The Discovery Dissipation, As I was saying…,Leonard
Series 07 Episode 10 – The Discovery Dissipation," You’re telling it wrong. Ira, to really understand the story here, you have to start at the very beginning. A small town in East Texas, where a young genius named…",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, Sheldon.,Leonard
Series 07 Episode 10 – The Discovery Dissipation," That’s right, Sheldon Cooper. He was bitten by his neighbour’s dog, leading to his first scientific breakthrough, the doggie death-ray. Which, sadly, he couldn’t build because Santa wouldn’t bring him enriched uranium.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," You know, I’d really like to hear it from Dr. Hofstadter, if it’s okay with you.",Ira
Series 07 Episode 10 – The Discovery Dissipation, What a surprise. Did you invite me back just so you could ignore me?,Sheldon
Series 07 Episode 10 – The Discovery Dissipation," Actually, I didn’t invite you. You came in, you took a seat, and I’m not comfortable with confrontation.",Ira
Series 07 Episode 10 – The Discovery Dissipation," Sheldon, this interview is supposed to be about me.",Leonard
Series 07 Episode 10 – The Discovery Dissipation," Well, that seems like a snooze. Even for public radio.",Sheldon
Series 07 Episode 10 – The Discovery Dissipation," You know, if we did a shot every time they said something embarrassing, this would be one hell of a drinking game.",apartment)
Series 07 Episode 10 – The Discovery Dissipation," A little early for alcohol, isn’t it?",Amy
Series 07 Episode 10 – The Discovery Dissipation," You know, I don’t just say smart things about science. I also yodel. (Does)",Sheldon
Series 07 Episode 10 – The Discovery Dissipation, I’ll get the vodka.,Amy
Series 07 Episode 11 – The Cooper Extraction, The apartment. Penny and Amy are playing a ski-ing game.,Scene
Series 07 Episode 11 – The Cooper Extraction," Wow, you’re really good at this.",Penny
Series 07 Episode 11 – The Cooper Extraction," Well, I have an extremely low centre of gravity. I’m like a pyramid.",Amy
Series 07 Episode 11 – The Cooper Extraction, How you doing over there?,Penny
Series 07 Episode 11 – The Cooper Extraction," Oh, I hope it’s just a sprain. I cannot walk into that E.R. with another video game injury.",Leonard
Series 07 Episode 11 – The Cooper Extraction," Hey, Sheldon, you want to play next?",Penny
Series 07 Episode 11 – The Cooper Extraction," Oh, I would, but I’m on my way out.",Sheldon
Series 07 Episode 11 – The Cooper Extraction, Where?,Leonard
Series 07 Episode 11 – The Cooper Extraction, Texas.,Sheldon
Series 07 Episode 11 – The Cooper Extraction, Right now? Why?,Amy
Series 07 Episode 11 – The Cooper Extraction, Is someone sick?,Leonard
Series 07 Episode 11 – The Cooper Extraction, Yes. My sister’s uterus came down with a baby.,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Oh, she’s pregnant? That’s great. You’re gone an uncle. Uncle Sheldon.",Penny
Series 07 Episode 11 – The Cooper Extraction," No, I will be Uncle Dr. Cooper.",Sheldon
Series 07 Episode 11 – The Cooper Extraction, How come you never said she was pregnant?,Amy
Series 07 Episode 11 – The Cooper Extraction," Well, I never told you about my brother’s kidney stone. You want to hear about everything that comes out of my family’s genitals?",Sheldon
Series 07 Episode 11 – The Cooper Extraction," Well, congrats, and it’s nice you’re gonna be there for your sister.",Leonard
Series 07 Episode 11 – The Cooper Extraction, Yes. I’m filling in for her husband who’s recovering from a horrible motorcycle accident. Lucky duck.,Sheldon
Series 07 Episode 11 – The Cooper Extraction," Wow, so, how long will you be gone?",Penny
Series 07 Episode 11 – The Cooper Extraction," Well, she’s due tomorrow. Although it did take her six years to finish high school, so who knows?",Sheldon
Series 07 Episode 11 – The Cooper Extraction, Can I give you a ride to the airport?,Amy
Series 07 Episode 11 – The Cooper Extraction," Oh, no, thank you, I don’t want to be an inconvenience. Chop-chop, Leonard. We leave in ten minutes.",Sheldon
Series 07 Episode 11 – The Cooper Extraction, The apartment.,Scene
Series 07 Episode 11 – The Cooper Extraction," All right, here’s the deal. Sheldon is gone, so the tree decorating rules are out the window.",Leonard
Series 07 Episode 11 – The Cooper Extraction," Yeah, which means we don’t have to use his ridiculous ornament-spacing template.",Penny
Series 07 Episode 11 – The Cooper Extraction, And I’m happy to report its kickstarter campaign is holding strong at zero dollars.,Leonard
Series 07 Episode 11 – The Cooper Extraction, Ah.,Penny
Series 07 Episode 11 – The Cooper Extraction," Wait, so Star Wars and Star Trek characters can go on the same branch?",Raj
